;SK_ID;CELL_LAC_ID
387;85;296863
388;85;304926
389;86;276115
390;86;22393
391;86;264641
392;86;126731
393;86;112753
394;87;176401
395;87;370094
396;87;299550
397;87;223018
398;87;37203
399;88;112260
400;88;222135
401;88;288211
402;88;95248
403;88;168015
404;89;78000
405;89;55958
406;89;232083
407;89;225160
408;89;266726
409;90;81091
410;90;207464
411;90;292666
412;90;136343
413;90;243653
414;92;47897
415;92;302654
416;92;103732
417;92;266816
418;92;239609
419;93;162625
420;93;358977
421;93;242085
422;93;289368
423;93;197882
424;94;92139
425;94;363861
426;94;283961
427;94;110801
428;94;175793
429;95;237125
430;95;166438
431;95;324794
432;95;195892
433;95;329573
434;96;178806
435;96;147268
436;96;181005
437;96;103586
438;96;113901
439;97;347307
440;97;127847
441;97;52984
442;97;298554
443;97;2523
444;98;223805
445;98;337390
446;98;38325
447;98;365875
448;98;188523
449;99;102975
450;99;289826
451;99;322234
452;99;16066
453;99;24589
454;100;77934
455;100;209264
456;100;88390
457;100;305479
458;100;194141
459;101;184805
460;101;328693
461;101;264090
462;101;74655
463;101;51703
464;102;183347
465;102;242757
466;102;311543
467;102;233480
468;102;63147
469;103;211967
470;103;277983
471;103;177314
472;103;137934
473;103;181848
474;106;132779
475;106;296152
476;106;190698
477;106;165190
478;106;33134
479;107;63769
480;107;398
481;107;164734
482;107;208096
483;107;287988
484;109;224101
485;109;100768
486;109;154541
487;109;338925
488;109;106563
489;110;247401
490;110;41682
491;110;260271
492;110;363725
493;110;198273
494;112;229789
495;112;37241
496;112;54863
497;112;367857
498;112;29277
499;113;345715
500;113;41608
501;113;347497
502;113;48163
503;114;195545
504;114;1187
505;114;7697
506;114;155170
507;114;233144
508;115;325357
509;115;27483
510;115;146549
511;115;232520
512;115;367268
513;116;15767
514;116;311039
515;116;95599
516;116;166804
517;116;195059
518;119;298636
519;119;106318
520;119;180216
521;119;314577
522;119;115373
523;120;294695
524;120;365826
525;120;22290
526;120;327238
527;120;264399
528;121;336855
529;121;75536
530;122;279729
531;122;186458
532;122;331753
533;122;238431
534;122;5104
535;123;75288
536;123;95672
537;123;43454
538;123;39843
539;123;321270
540;124;96510
541;124;164112
542;124;20667
543;124;351371
544;124;318748
545;125;40231
546;125;89152
547;125;138132
548;125;186774
549;125;369229
550;126;40643
551;126;319377
552;126;220641
553;126;50622
554;126;242978
555;127;5692
556;127;355549
557;127;210189
558;127;193974
559;127;70638
560;128;220423
561;128;214106
562;128;325983
563;128;174931
564;128;270892
565;129;27058
566;129;155440
567;129;217068
568;129;181213
569;129;179935
570;130;23460
571;130;51433
572;130;37032
573;130;298132
574;130;304393
575;131;369679
576;131;51480
577;131;190961
578;131;68250
579;131;327206
580;132;341983
581;132;6659
582;132;89262
583;132;137356
584;132;339676
585;133;330948
586;133;196910
587;133;141657
588;133;135465
589;133;358659
590;134;58289
591;134;26071
592;134;336660
593;134;75941
594;134;254693
595;135;234413
596;135;30531
597;135;107795
598;135;354715
599;135;229108
600;136;27310
601;136;267197
602;136;2501
603;136;87202
604;136;169451
605;137;235530
606;137;142749
607;137;297015
608;137;181339
609;137;145280
610;138;160100
611;138;272811
612;138;204765
613;138;228217
614;138;314695
615;139;197916
616;139;221163
617;139;214254
618;139;286800
619;139;26216
620;140;152596
621;140;124557
622;140;20220
623;140;303049
624;140;135960
625;141;344942
626;141;367755
627;141;23488
628;141;292136
629;141;141508
630;143;259941
631;143;154067
632;143;353617
633;143;346150
634;143;363507
635;144;3684
636;144;152384
637;144;42940
638;144;10523
639;144;334926
640;145;206801
641;145;250369
642;145;283893
643;145;45489
644;145;134159
645;146;137256
646;146;356282
647;146;135569
648;146;305399
649;147;311467
650;147;8318
651;147;222344
652;147;293343
653;147;297400
654;148;316261
655;148;248105
656;148;124615
657;148;312160
658;148;110718
659;149;164180
660;149;69054
661;149;77197
662;149;308396
663;149;328742
664;150;148632
665;150;85904
666;150;39298
667;150;91418
668;150;135522
669;151;36524
670;151;364557
671;151;41835
672;151;121494
673;151;347782
674;152;105111
675;152;16080
676;152;21468
677;152;295278
678;152;218653
679;153;242532
680;153;270476
681;153;66563
682;153;224218
683;153;304116
684;154;204006
685;154;42944
686;154;74942
687;154;313825
688;154;347653
689;155;252678
690;155;146043
691;155;4277
692;155;91042
693;156;270896
694;156;132163
695;156;230675
696;156;356167
697;156;193669
698;157;38636
699;157;119227
700;157;77886
701;157;180109
702;157;114185
703;158;18195
704;158;207333
705;158;140033
706;158;121506
707;158;291463
708;159;339457
709;159;308321
710;159;59722
711;159;18410
712;159;365049
713;160;204130
714;160;244163
715;160;70624
716;160;169877
717;160;235256
718;161;230332
719;161;319541
720;161;106522
721;161;270089
722;161;15415
723;162;128731
724;162;237774
725;162;272403
726;162;91014
727;162;27186
728;163;196693
729;163;89060
730;163;329860
731;163;260145
732;163;151437
733;165;169121
734;165;35789
735;165;192810
736;165;74029
737;165;137204
738;166;201323
739;166;143887
740;166;12449
741;166;30544
742;166;333491
743;167;212552
744;167;346956
745;167;105675
746;167;51096
747;167;330008
748;168;3054
749;168;155151
750;168;45005
751;168;227722
752;168;18806
753;169;272990
754;169;339198
755;169;76471
756;169;300018
757;169;101411
758;170;291079
759;170;322404
760;170;238850
761;170;217389
762;171;181870
763;171;203546
764;171;103953
765;171;355501
766;171;238546
767;172;57407
768;172;258274
769;172;165922
770;172;32301
771;172;257069
772;173;324902
773;173;75477
774;173;336838
775;173;348789
776;173;308353
777;174;246845
778;174;325414
779;174;284828
780;174;113638
781;174;165231
782;175;371151
783;175;262032
784;175;111741
785;175;367771
786;175;275585
787;176;101164
788;176;273912
789;176;48541
790;176;355237
791;176;205977
792;177;354983
793;177;59208
794;177;126166
795;177;353455
796;177;203998
797;178;87611
798;178;69188
799;178;343723
800;179;55763
801;179;269716
802;179;182465
803;179;62132
804;179;369950
805;180;59317
806;180;214797
807;180;230832
808;180;161376
809;180;164610
810;181;35815
811;181;319290
812;181;92010
813;181;190794
814;181;209122
815;182;299339
816;182;76229
817;182;45258
818;182;282747
819;182;94912
820;183;179433
821;183;287236
822;183;208836
823;183;295668
824;183;117897
825;184;353667
826;184;281079
827;184;144908
828;184;53969
829;184;220931
830;185;329386
831;185;218977
832;185;179544
833;185;41489
834;185;181901
835;186;276301
836;186;330295
837;186;32533
838;186;217200
839;186;352215
840;187;84493
841;187;153954
842;187;150564
843;187;228231
844;187;182033
845;188;110985
846;188;263399
847;188;274466
848;188;365401
849;188;41958
850;189;205231
851;189;146770
852;189;312382
853;189;165849
854;190;208113
855;190;56183
856;190;230549
857;190;96231
858;190;320941
859;191;79733
860;191;77077
861;191;101807
862;191;365732
863;191;134510
864;192;317707
865;192;200411
866;192;294373
867;192;220990
868;192;349849
869;193;197351
870;193;225263
871;193;162990
872;193;76938
873;193;185182
874;194;187121
875;194;11782
876;194;171654
877;194;55489
878;194;242301
879;195;289511
880;195;236906
881;195;64401
882;195;92846
883;195;301685
884;196;80332
885;196;8800
886;196;45957
887;196;352889
888;196;344954
889;197;253729
890;197;290557
891;197;62842
892;197;198659
893;197;153171
894;198;290108
895;198;305505
896;198;351815
897;198;105481
898;198;163272
899;199;228028
900;199;187791
901;199;85381
902;199;13310
903;199;107397
904;200;321629
905;200;6212
906;200;167198
907;200;94810
908;200;187151
909;201;138353
910;201;253460
911;201;270301
912;201;118893
913;202;169293
914;202;229413
915;202;371342
916;202;20956
917;202;196495
918;203;57214
919;203;17201
920;203;245673
921;203;353869
922;204;47757
923;204;332954
924;204;73165
925;204;66680
926;204;277740
927;205;186406
928;205;155186
929;205;185723
930;205;310890
931;205;265884
932;206;369671
933;206;157540
934;206;168726
935;206;244982
936;206;280652
937;207;339477
938;207;2804
939;207;124153
940;207;130012
941;208;186272
942;208;108459
943;208;255349
944;208;257251
945;208;360623
946;209;149376
947;209;321565
948;209;25490
949;209;273383
950;209;107161
951;210;131563
952;210;67404
953;210;239297
954;210;286760
955;210;248805
956;211;133639
957;211;95497
958;211;83761
959;211;227743
960;211;249819
961;212;202313
962;212;369797
963;212;231544
964;212;368955
965;212;144215
966;213;342765
967;213;307071
968;213;86460
969;213;135451
970;213;181695
971;215;307706
972;215;247527
973;215;105457
974;215;80056
975;215;341785
976;216;112692
977;216;366055
978;216;216204
979;216;59510
980;216;56491
981;217;284571
982;217;326651
983;217;57557
984;217;60841
985;217;211894
986;218;50331
987;218;265893
988;218;162633
989;218;158849
990;218;274540
991;219;145006
992;219;288260
993;219;237912
994;219;147036
995;219;239463
996;220;63839
997;220;235682
998;221;311467
999;221;149263
1000;221;343287
1001;221;242438
1002;221;99083
1003;222;264899
1004;222;338473
1005;222;230544
1006;222;345608
1007;222;267798
1008;223;311235
1009;223;172298
1010;223;261781
1011;223;6521
1012;223;89407
1013;224;65523
1014;224;361831
1015;224;27957
1016;224;331607
1017;224;145859
1018;225;171032
1019;225;312000
1020;225;225953
1021;225;178251
1022;226;190408
1023;226;151418
1024;226;19562
1025;226;164318
1026;226;307547
1027;227;40770
1028;227;98352
1029;227;308464
1030;227;358570
1031;227;29789
1032;228;241443
1033;228;160485
1034;228;159854
1035;228;316123
1036;228;28947
1037;229;42879
1038;229;238241
1039;229;371450
1040;229;270879
1041;229;142898
1042;230;277065
1043;230;351874
1044;230;363138
1045;230;172946
1046;230;268745
1047;231;22883
1048;231;32729
1049;231;187242
1050;231;330771
1051;231;181587
1052;232;209286
1053;232;316846
1054;232;169331
1055;232;364130
1056;232;133259
1057;233;285656
1058;233;35177
1059;233;15806
1060;233;57437
1061;233;84048
1062;234;236949
1063;234;5793
1064;234;286293
1065;234;228479
1066;234;362233
1067;235;267944
1068;235;11399
1069;235;215176
1070;235;150709
1071;235;139250
1072;236;110659
1073;236;348919
1074;236;166672
1075;236;46387
1076;236;258524
1077;237;51971
1078;237;141202
1079;237;78249
1080;237;98289
1081;237;328612
1082;238;167760
1083;238;91317
1084;238;67232
1085;238;138048
1086;238;122980
1087;240;171630
1088;240;58962
1089;240;327873
1090;240;342282
1091;240;173418
1092;241;87091
1093;241;128631
1094;241;250971
1095;241;73766
1096;241;177673
1097;242;229181
1098;242;27725
1099;242;266128
1100;242;41907
1101;243;111910
1102;243;344663
1103;243;318658
1104;244;152955
1105;244;85370
1106;244;197453
1107;244;53513
1108;244;269428
1109;245;149301
1110;245;113009
1111;245;279692
1112;246;319347
1113;246;156747
1114;246;283950
1115;246;278652
1116;246;50019
1117;247;261122
1118;247;97293
1119;247;97510
1120;247;155109
1121;247;272713
1122;248;315754
1123;248;4334
1124;248;175715
1125;248;56301
1126;248;309373
1127;249;130096
1128;249;74140
1129;249;92410
1130;249;254074
1131;249;331925
1132;250;160672
1133;250;132002
1134;250;77361
1135;250;320868
1136;250;223828
1137;252;75764
1138;252;39751
1139;252;62964
1140;252;160711
1141;252;312862
1142;253;342870
1143;253;364283
1144;253;43103
1145;253;34471
1146;253;6478
1147;254;318861
1148;254;358715
1149;254;223272
1150;254;5314
1151;254;159770
1152;256;75407
1153;256;234939
1154;256;36313
1155;256;43598
1156;256;273593
1157;257;2437
1158;257;174442
1159;257;241683
1160;257;218240
1161;257;183072
1162;258;352461
1163;258;247873
1164;258;281664
1165;258;214934
1166;259;157262
1167;259;230967
1168;259;225984
1169;259;236862
1170;259;275150
1171;260;331631
1172;260;243826
1173;260;335467
1174;260;23576
1175;260;238281
1176;261;65333
1177;261;270258
1178;261;357691
1179;261;190124
1180;261;262753
1181;262;55934
1182;262;177561
1183;262;154856
1184;262;7660
1185;262;38636
1186;263;364700
1187;263;321013
1188;263;177747
1189;263;114471
1190;263;35985
1191;265;148051
1192;265;130970
1193;265;343706
1194;265;231847
1195;266;175865
1196;266;28632
1197;266;314024
1198;266;39578
1199;266;260349
1200;267;65264
1201;267;203061
1202;267;191602
1203;267;89287
1204;267;307519
1205;268;205182
1206;268;218754
1207;268;87737
1208;268;3150
1209;268;7227
1210;269;357197
1211;269;235252
1212;269;111936
1213;269;6209
1214;269;350270
1215;270;264101
1216;270;232709
1217;270;69985
1218;270;1979
1219;270;176087
1220;271;222550
1221;271;302783
1222;271;216617
1223;271;369203
1224;271;18838
1225;272;55719
1226;272;349819
1227;272;45556
1228;272;123171
1229;273;313540
1230;273;209719
1231;273;287712
1232;273;308143
1233;273;117452
1234;274;44158
1235;274;33591
1236;274;172784
1237;274;156060
1238;274;338229
1239;275;327989
1240;275;43529
1241;275;136533
1242;275;249728
1243;275;225284
1244;276;303882
1245;276;45481
1246;276;119253
1247;276;295846
1248;276;71062
1249;277;277777
1250;277;355272
1251;277;362393
1252;277;83158
1253;277;45117
1254;278;195841
1255;278;196823
1256;278;178358
1257;278;267461
1258;278;318390
1259;279;229343
1260;279;358508
1261;279;347114
1262;279;136149
1263;279;14088
1264;280;167054
1265;280;21564
1266;280;159245
1267;280;195754
1268;281;53623
1269;281;137775
1270;281;301644
1271;281;150453
1272;281;340072
1273;282;57697
1274;282;111689
1275;282;32076
1276;282;212512
1277;282;15047
1278;283;68418
1279;283;195334
1280;283;115043
1281;283;186364
1282;284;37398
1283;284;143630
1284;284;316917
1285;284;69496
1286;284;304623
1287;285;163953
1288;285;26356
1289;285;254005
1290;285;362769
1291;286;332385
1292;286;277564
1293;286;164830
1294;286;77128
1295;286;7831
1296;287;34199
1297;287;239580
1298;287;338890
1299;287;309590
1300;287;96703
1301;288;340256
1302;288;355922
1303;288;90265
1304;288;319826
1305;288;203007
1306;289;109324
1307;289;86903
1308;289;189893
1309;289;55538
1310;289;93562
1311;290;141652
1312;290;159448
1313;290;199788
1314;290;216453
1315;290;229514
1316;291;221703
1317;291;274780
1318;291;280605
1319;291;252765
1320;291;222597
1321;292;134694
1322;292;177216
1323;292;320449
1324;294;37805
1325;294;11631
1326;294;7545
1327;294;338803
1328;294;235024
1329;295;31760
1330;295;140849
1331;295;221271
1332;295;363513
1333;295;353863
1334;296;10416
1335;296;322370
1336;296;31989
1337;296;361274
1338;296;35303
1339;298;83999
1340;298;356929
1341;298;88794
1342;298;28690
1343;298;73179
1344;299;32414
1345;299;241387
1346;299;95450
1347;299;350537
1348;299;132678
1349;300;7490
1350;300;271634
1351;300;302775
1352;300;296184
1353;300;74137
1354;301;124371
1355;301;301685
1356;301;71146
1357;301;99486
1358;301;340224
1359;303;307733
1360;303;159205
1361;303;199012
1362;303;37638
1363;303;278514
1364;304;148448
1365;304;21610
1366;304;120757
1367;304;88172
1368;304;232726
1369;305;50882
1370;305;246447
1371;305;218154
1372;305;341124
1373;306;83305
1374;306;226229
1375;306;288497
1376;306;232647
1377;306;238067
1378;307;199004
1379;307;229725
1380;307;105040
1381;307;312957
1382;307;252631
1383;308;182579
1384;308;196470
1385;308;146241
1386;308;284927
1387;309;205888
1388;309;8810
1389;309;39352
1390;309;273043
1391;309;357129
1392;310;322791
1393;310;134525
1394;310;17851
1395;310;214365
1396;310;257940
1397;312;179611
1398;312;117625
1399;312;64901
1400;312;38707
1401;312;248755
1402;313;214068
1403;313;221713
1404;313;321421
1405;313;119142
1406;314;274617
1407;314;177597
1408;314;89991
1409;314;125560
1410;314;12256
1411;315;29440
1412;315;68902
1413;315;363473
1414;315;179475
1415;315;316437
1416;316;248559
1417;316;186308
1418;316;47926
1419;316;200799
1420;316;260911
1421;318;218980
1422;318;241378
1423;318;264049
1424;318;310598
1425;318;208504
1426;319;317918
1427;319;189878
1428;319;281117
1429;319;226724
1430;319;190839
1431;320;136760
1432;320;330651
1433;320;244298
1434;320;73768
1435;320;125615
1436;321;22632
1437;321;26107
1438;321;115680
1439;321;298159
1440;321;27330
1441;322;257836
1442;322;140736
1443;322;257668
1444;322;345225
1445;322;309730
1446;323;27250
1447;323;323647
1448;323;97967
1449;323;11203
1450;323;158787
1451;324;149907
1452;324;110813
1453;324;124837
1454;325;199029
1455;325;281390
1456;325;136422
1457;325;10607
1458;325;49504
1459;326;262188
1460;326;94909
1461;326;51234
1462;326;305902
1463;328;129447
1464;328;239919
1465;328;105699
1466;328;180174
1467;328;300371
1468;329;93361
1469;329;177759
1470;329;316767
1471;329;210391
1472;330;292702
1473;330;49641
1474;330;38088
1475;330;175413
1476;332;371391
1477;332;336173
1478;332;30210
1479;333;355089
1480;333;78780
1481;333;279892
1482;333;301501
1483;333;178901
1484;334;336417
1485;334;294194
1486;334;19603
1487;334;122080
1488;334;228076
1489;335;357577
1490;335;339902
1491;335;120694
1492;335;175676
1493;335;169243
1494;336;319660
1495;336;130562
1496;336;55108
1497;336;136897
1498;336;346488
1499;337;90116
1500;337;133938
1501;337;216759
1502;337;222568
1503;337;320559
1504;338;106041
1505;338;294740
1506;338;332042
1507;338;31049
1508;338;166852
1509;339;327543
1510;339;23337
1511;339;34457
1512;339;241399
1513;339;134080
1514;340;79233
1515;340;11093
1516;340;72984
1517;340;227058
1518;340;252474
1519;341;350705
1520;341;357866
1521;341;87343
1522;341;9851
1523;341;193979
1524;342;126748
1525;342;110832
1526;342;200561
1527;342;279940
1528;342;349134
1529;344;205225
1530;344;106494
1531;344;306635
1532;344;190181
1533;344;63623
1534;347;365393
1535;347;82383
1536;347;224292
1537;347;256141
1538;347;153737
1539;348;157807
1540;348;285552
1541;348;10346
1542;348;366760
1543;348;161784
1544;349;196575
1545;349;101415
1546;349;359178
1547;349;297425
1548;350;24858
1549;350;91082
1550;350;25766
1551;350;198441
1552;350;322459
1553;351;92846
1554;351;9324
1555;351;108593
1556;351;343318
1557;351;276930
1558;352;203533
1559;352;33635
1560;352;191689
1561;352;168384
1562;352;231829
1563;353;276867
1564;353;352441
1565;353;260811
1566;353;137801
1567;353;34408
1568;354;303764
1569;354;309690
1570;354;272712
1571;354;260734
1572;354;136308
1573;355;97710
1574;355;369318
1575;355;98933
1576;355;5538
1577;355;313625
1578;356;51798
1579;356;206139
1580;356;89776
1581;356;77723
1582;356;62616
1583;358;267256
1584;358;316415
1585;358;15990
1586;358;35466
1587;358;310640
1588;359;211336
1589;359;216928
1590;359;110577
1591;359;282383
1592;359;232138
1593;360;113414
1594;360;289671
1595;360;212627
1596;360;84099
1597;360;246194
1598;362;13498
1599;362;180607
1600;362;328057
1601;362;180383
1602;362;141842
1603;363;147927
1604;363;251987
1605;363;312052
1606;363;84511
1607;363;260587
1608;364;275723
1609;364;325605
1610;364;317958
1611;364;140354
1612;364;143810
1613;365;18008
1614;365;347721
1615;365;210800
1616;365;337847
1617;365;172774
1618;366;131524
1619;366;29538
1620;366;174713
1621;366;210476
1622;366;203990
1623;367;215991
1624;367;179100
1625;367;182028
1626;367;125426
1627;367;252721
1628;368;266435
1629;368;165478
1630;368;214759
1631;368;124206
1632;368;24596
1633;370;28415
1634;370;253085
1635;370;21029
1636;370;250281
1637;370;180810
1638;371;8474
1639;371;146882
1640;371;110661
1641;371;263780
1642;371;286506
1643;372;292849
1644;372;120201
1645;372;119254
1646;372;149832
1647;372;109474
1648;373;349669
1649;373;129716
1650;373;204254
1651;373;149938
1652;374;294266
1653;374;322711
1654;374;240304
1655;374;357072
1656;375;148257
1657;375;244349
1658;375;3159
1659;375;185178
1660;375;11252
1661;376;266622
1662;376;342939
1663;376;110096
1664;376;367638
1665;376;111577
1666;377;263571
1667;377;357066
1668;377;285079
1669;377;33185
1670;377;336085
1671;378;43642
1672;378;32283
1673;378;300696
1674;378;27372
1675;378;16054
1676;379;227670
1677;379;51721
1678;379;208188
1679;379;279068
1680;379;75975
1681;380;190124
1682;380;288459
1683;380;345484
1684;380;120013
1685;380;259888
1686;381;213203
1687;381;105259
1688;381;113322
1689;381;192345
1690;381;158367
1691;382;288410
1692;382;188700
1693;382;188804
1694;382;361262
1695;382;333377
1696;383;302365
1697;383;244231
1698;383;310587
1699;383;28334
1700;383;195271
1701;384;85361
1702;384;80528
1703;384;319019
1704;384;331807
1705;384;140947
1706;385;269341
1707;385;364431
1708;385;330951
1709;385;91710
1710;385;4729
1711;387;360682
1712;387;40506
1713;387;35778
1714;387;322989
1715;387;271953
1716;388;90032
1717;388;174445
1718;388;150426
1719;388;330541
1720;388;357851
1721;390;15452
1722;390;244858
1723;390;354822
1724;390;148499
1725;390;55066
1726;391;113144
1727;391;102801
1728;391;190073
1729;391;18047
1730;391;172590
1731;392;141172
1732;392;225704
1733;392;251344
1734;392;340971
1735;392;270298
1736;393;353935
1737;393;88295
1738;393;145030
1739;393;76887
1740;393;242648
1741;394;96744
1742;394;193353
1743;394;40274
1744;394;349180
1745;394;46278
1746;395;181535
1747;395;12486
1748;395;114521
1749;395;198318
1750;395;178362
1751;396;240912
1752;396;351418
1753;396;358005
1754;396;145231
1755;396;260858
1756;397;249740
1757;397;148362
1758;397;182809
1759;397;149753
1760;397;120090
1761;398;58387
1762;398;312541
1763;398;311295
1764;398;19118
1765;398;279203
1766;399;241997
1767;399;149276
1768;399;277007
1769;399;189801
1770;399;203865
1771;400;325904
1772;400;166555
1773;400;184911
1774;400;351597
1775;400;360831
1776;401;316126
1777;401;248946
1778;401;253445
1779;401;135059
1780;401;210804
1781;402;238509
1782;402;278286
1783;402;253359
1784;402;3936
1785;402;312187
1786;403;110460
1787;403;56304
1788;403;177437
1789;403;169913
1790;403;30864
1791;404;39299
1792;404;67062
1793;405;317505
1794;405;241951
1795;405;202228
1796;405;171596
1797;405;362996
1798;406;128221
1799;406;166910
1800;406;265858
1801;406;131143
1802;406;231067
1803;407;334003
1804;407;317476
1805;407;258628
1806;407;115141
1807;407;121413
1808;408;42397
1809;408;244069
1810;408;33648
1811;408;200187
1812;408;295945
1813;409;9783
1814;409;54814
1815;409;47688
1816;409;157313
1817;409;187541
1818;410;84667
1819;410;256228
1820;410;98901
1821;410;268852
1822;410;57755
1823;411;107085
1824;411;161078
1825;411;42886
1826;411;245443
1827;411;138339
1828;412;315089
1829;412;236558
1830;412;267370
1831;412;323973
1832;412;268063
1833;413;313603
1834;413;104404
1835;413;193757
1836;413;55966
1837;413;231332
1838;414;249968
1839;414;22640
1840;414;204615
1841;414;318556
1842;414;363548
1843;415;245706
1844;415;366573
1845;415;249537
1846;415;149857
1847;415;216337
1848;416;333882
1849;416;100777
1850;416;98164
1851;416;179023
1852;416;297613
1853;417;214706
1854;417;335281
1855;417;352518
1856;417;101078
1857;417;262512
1858;418;133295
1859;418;12009
1860;418;307042
1861;418;19157
1862;418;211884
1863;419;125152
1864;419;174767
1865;419;159615
1866;419;1756
1867;419;281410
1868;420;285346
1869;420;146334
